rank,path,pid,viewheading,probe_score,shophouse_score
281,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159210_103.85050319096547_1.3076326641341671_202402_baseheading143.85_viewheading323.85_3.jpg,159210,323.85,0.9762,0.996777355670929
282,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\27386_103.8442420654162_1.2834486948715549_202110_baseheading301.42_viewheading301.42_1.jpg,27386,301.42,0.9815,0.996759831905365
283,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\70177_103.90463244497208_1.3063551333758203_202407_baseheading326.15_viewheading146.15_3.jpg,70177,146.15,0.9784,0.9967572093009949
284,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\29700_103.85864904685842_1.3022692810873768_202406_baseheading207.21_viewheading117.21_4.jpg,29700,117.21,0.9779,0.9967491626739502
285,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\137337_103.83700823889978_1.2771388145357498_202402_baseheading179.89_viewheading89.89_4.jpg,137337,89.89,0.9787,0.9967337846755981
286,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\50939_103.89143421479326_1.3153005747543114_202406_baseheading348.88_viewheading258.88_4.jpg,50939,258.88,0.9744,0.9967321157455444
287,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\113216_103.89143421479326_1.3153005747543114_202406_baseheading348.88_viewheading258.88_4.jpg,113216,258.88,0.9744,0.9967321157455444
288,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\22211_103.84583698398335_1.2832145031832802_202406_baseheading210.83_viewheading300.83_2.jpg,22211,300.83,0.9905,0.9967250227928162
289,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\19336_103.84582063530029_1.2831917624767615_202406_baseheading210.83_viewheading300.83_2.jpg,19336,300.83,0.9905,0.9967250227928162
290,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162780_103.84654322444307_1.2844031417533674_202406_baseheading211.33_viewheading301.33_2.jpg,162780,301.33,0.9873,0.9966887831687927
291,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\143677_103.9076182968083_1.3078146494841327_202406_baseheading335.77_viewheading335.77_1.jpg,143677,335.77,0.9782,0.9966739416122437
292,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\22222_103.84410814624012_1.284183520974067_202406_baseheading300.13_viewheading300.13_1.jpg,22222,300.13,0.9877,0.9966714382171631
293,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\30830_103.84896527715257_1.2868473929444788_202403_baseheading160.46_viewheading340.46_3.jpg,30830,340.46,0.9875,0.9966322779655457
294,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162722_103.84578238103516_1.2819304385831396_202406_baseheading35.20_viewheading305.20_4.jpg,162722,305.2,0.9851,0.9966312050819397
295,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\82966_103.85707913940709_1.3081187150686946_202406_baseheading212.29_viewheading122.29_4.jpg,82966,122.29,0.9844,0.9965871572494507
296,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\145881_103.90004559360365_1.312712431948015_202406_baseheading143.92_viewheading143.92_1.jpg,145881,143.92,0.9787,0.9965518712997437
297,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\84366_103.85786757542911_1.3084201932498984_202406_baseheading131.81_viewheading131.81_1.jpg,84366,131.81,0.986,0.9965384006500244
298,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\46184_103.85703130701083_1.316147471009103_202406_baseheading44.29_viewheading134.29_2.jpg,46184,134.29,0.9775,0.9965242743492126
299,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\19620_103.85796775756661_1.3024959764977977_202406_baseheading309.17_viewheading129.17_3.jpg,19620,129.17,0.9744,0.996502161026001
300,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\63165_103.88059644188071_1.3126196534549706_202406_baseheading173.97_viewheading353.97_3.jpg,63165,353.97,0.9886,0.9964672327041626
301,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\160897_103.84684555826475_1.2804799825034716_202406_baseheading18.16_viewheading288.16_4.jpg,160897,288.16,0.9891,0.9964261651039124
302,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\164416_103.8488274660786_1.2833028016794001_202110_baseheading320.69_viewheading320.69_1.jpg,164416,320.69,0.9782,0.9964216947555542
303,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\48622_103.85139382824403_1.3240916366311875_202406_baseheading46.09_viewheading136.09_2.jpg,48622,136.09,0.9762,0.9963425993919373
304,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4042_103.84764389768016_1.281875430878881_202406_baseheading32.78_viewheading302.78_4.jpg,4042,302.78,0.9861,0.9963347911834717
305,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\63149_103.85567695334316_1.3094177507998421_202406_baseheading34.08_viewheading304.08_4.jpg,63149,304.08,0.9869,0.9963141083717346
306,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\25259_103.85567695334316_1.3094177507998421_202406_baseheading34.08_viewheading304.08_4.jpg,25259,304.08,0.9869,0.9963141083717346
307,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\19619_103.85784224636775_1.302625250765502_202406_baseheading314.63_viewheading134.63_3.jpg,19619,134.63,0.9768,0.9962754249572754
308,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\111567_103.84806618525802_1.2802916439379772_202406_baseheading31.03_viewheading301.03_4.jpg,111567,301.03,0.9909,0.9962708950042725
309,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\21727_103.89005994480503_1.3143123123407756_202406_baseheading310.56_viewheading130.56_3.jpg,21727,130.56,0.9773,0.9962474703788757
310,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\128750_103.88995920158342_1.3142923847161592_202406_baseheading310.56_viewheading130.56_3.jpg,128750,130.56,0.9773,0.9962474703788757
311,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\35677_103.85802097420708_1.3156563580725071_202406_baseheading223.78_viewheading313.78_2.jpg,35677,313.78,0.979,0.9962313771247864
312,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17795_103.84428929065628_1.2776753595320203_202403_baseheading9.64_viewheading9.64_1.jpg,17795,9.64,0.9763,0.9962289929389954
313,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\11302_103.8609781552982_1.303422349861313_202104_baseheading7.28_viewheading187.28_3.jpg,11302,187.28,0.9791,0.9962130784988403
314,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\2666_103.83742533694468_1.2765571437543708_202402_baseheading84.95_viewheading354.95_4.jpg,2666,354.95,0.9769,0.9961877465248108
315,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\111393_103.89046460274321_1.3151173633047863_202106_baseheading79.05_viewheading169.05_2.jpg,111393,169.05,0.9757,0.9961313009262085
316,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\116328_103.84980196274847_1.3257358842224993_202402_baseheading46.21_viewheading316.21_4.jpg,116328,316.21,0.9796,0.9961076378822327
317,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\109380_103.84979874757298_1.3257319866106947_202402_baseheading46.21_viewheading316.21_4.jpg,109380,316.21,0.9796,0.9961076378822327
318,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\31306_103.85971766161842_1.3014365028018924_202104_baseheading144.92_viewheading144.92_1.jpg,31306,144.92,0.9841,0.9960843324661255
319,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\70177_103.90463244497208_1.3063551333758203_202407_baseheading326.15_viewheading326.15_1.jpg,70177,326.15,0.9827,0.9960039258003235
320,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\11445_103.85999423436125_1.3013623330584945_200910_baseheading239.93_viewheading59.93_3.jpg,11445,59.93,0.9833,0.9959045052528381
321,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\24054_103.90234748515735_1.309472209489624_202406_baseheading323.93_viewheading143.93_3.jpg,24054,143.93,0.9844,0.9958568215370178
322,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139426_103.84856321107331_1.2865491699763483_202403_baseheading26.38_viewheading116.38_2.jpg,139426,116.38,0.9757,0.9958457350730896
323,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17794_103.84432029077414_1.2778528528840707_202403_baseheading9.59_viewheading99.59_2.jpg,17794,99.59,0.9773,0.9958034157752991
324,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\6775_103.85677723514053_1.298439437795343_202406_baseheading316.00_viewheading316.00_1.jpg,6775,316.0,0.991,0.9957783222198486
325,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139626_103.84330399372809_1.2793718145752986_202402_baseheading172.26_viewheading352.26_3.jpg,139626,352.26,0.9773,0.9956861734390259
326,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162774_103.84451618013549_1.2821091830487894_202110_baseheading300.04_viewheading210.04_4.jpg,162774,210.04,0.982,0.9956824779510498
327,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\14074_103.85335038067755_1.307655751005982_202406_baseheading285.62_viewheading105.62_3.jpg,14074,105.62,0.9828,0.9956555366516113
328,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165636_103.8448898185212_1.2775470065819048_202403_baseheading177.58_viewheading177.58_1.jpg,165636,177.58,0.9786,0.995644211769104
329,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\145880_103.90014996998318_1.312565564366051_202406_baseheading145.10_viewheading145.10_1.jpg,145880,145.1,0.9802,0.9956012964248657
330,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\34638_103.84887458900869_1.287270828847721_202403_baseheading359.81_viewheading269.81_4.jpg,34638,269.81,0.976,0.9955927729606628
331,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17795_103.84428929065628_1.2776753595320203_202403_baseheading9.64_viewheading279.64_4.jpg,17795,279.64,0.9899,0.9955841898918152
332,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\91977_103.87766385058332_1.3127308922489167_202404_baseheading345.61_viewheading345.61_1.jpg,91977,345.61,0.9788,0.9955360889434814
333,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139622_103.84335864805708_1.2786532533331605_202402_baseheading176.57_viewheading266.57_2.jpg,139622,266.57,0.9752,0.9954842329025269
334,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162842_103.84432210358587_1.2827765766047596_202402_baseheading119.24_viewheading299.24_3.jpg,162842,299.24,0.9891,0.9953421354293823
335,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17795_103.84428929065628_1.2776753595320203_202403_baseheading9.64_viewheading99.64_2.jpg,17795,99.64,0.979,0.9953387975692749
336,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162747_103.84562965453766_1.283920261915959_202406_baseheading300.58_viewheading300.58_1.jpg,162747,300.58,0.9816,0.9953017234802246
337,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4040_103.8478301250927_1.2821837786655_202406_baseheading29.74_viewheading119.74_2.jpg,4040,119.74,0.986,0.9951931238174438
338,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17793_103.84435108970091_1.2780303810806506_202403_baseheading10.38_viewheading280.38_4.jpg,17793,280.38,0.9903,0.9951323866844177
339,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165965_103.902593709588_1.3096433727978685_202406_baseheading323.93_viewheading143.93_3.jpg,165965,143.93,0.984,0.9951056241989136
340,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\22212_103.84567755082169_1.2832984434251684_202406_baseheading299.23_viewheading119.23_3.jpg,22212,119.23,0.9759,0.9950833320617676
341,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\92477_103.87375343821732_1.3109361575259344_202406_baseheading246.86_viewheading156.86_4.jpg,92477,156.86,0.9758,0.9950807094573975
342,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\55250_103.84844221030278_1.2812127804849935_202406_baseheading120.57_viewheading300.57_3.jpg,55250,300.57,0.9867,0.9950072765350342
343,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\81182_103.84846586773234_1.2877009581201209_202403_baseheading209.86_viewheading299.86_2.jpg,81182,299.86,0.9841,0.9949571490287781
344,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\81183_103.84845623376515_1.2876849833842585_202403_baseheading209.86_viewheading299.86_2.jpg,81183,299.86,0.9841,0.9949571490287781
345,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139024_103.84844516260459_1.2876760238568057_202403_baseheading209.86_viewheading299.86_2.jpg,139024,299.86,0.9841,0.9949571490287781
346,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139025_103.84844861766688_1.287673484430522_202403_baseheading209.86_viewheading299.86_2.jpg,139025,299.86,0.9841,0.9949571490287781
347,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\143047_103.84845533880876_1.2876833048884269_202403_baseheading209.86_viewheading299.86_2.jpg,143047,299.86,0.9841,0.9949571490287781
348,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\125792_103.85991830370648_1.3152374546189156_202301_baseheading325.12_viewheading325.12_1.jpg,125792,325.12,0.9837,0.994907796382904
349,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\54960_103.85991830370648_1.3152374546189156_202301_baseheading325.12_viewheading325.12_1.jpg,54960,325.12,0.9837,0.994907796382904
350,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\70596_103.84513383331524_1.2820230805918553_202406_baseheading208.49_viewheading298.49_2.jpg,70596,298.49,0.9825,0.9948633313179016
351,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\164415_103.84870345177708_1.2834335126213585_202110_baseheading321.28_viewheading321.28_1.jpg,164415,321.28,0.987,0.9948061108589172
352,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\77348_103.85907588819086_1.3111899526363462_202406_baseheading205.66_viewheading295.66_2.jpg,77348,295.66,0.9751,0.9947768449783325
353,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165682_103.84430554699793_1.2831966416574705_202110_baseheading203.44_viewheading293.44_2.jpg,165682,293.44,0.9879,0.994748055934906
354,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\143049_103.84827479590675_1.2873714333675956_202403_baseheading210.03_viewheading300.03_2.jpg,143049,300.03,0.9906,0.9947202205657959
355,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17797_103.84422740414495_1.277320353834949_202403_baseheading12.07_viewheading12.07_1.jpg,17797,12.07,0.9801,0.9947071671485901
356,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17792_103.84438703504505_1.2782059739948235_202403_baseheading10.23_viewheading280.23_4.jpg,17792,280.23,0.9899,0.9945952296257019
357,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\43921_103.84157900428738_1.2803352353501387_202406_baseheading187.79_viewheading97.79_4.jpg,43921,97.79,0.9869,0.9945734143257141
358,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\135322_103.84327312953677_1.2828068906309575_202212_baseheading300.96_viewheading120.96_3.jpg,135322,120.96,0.9859,0.9945008754730225
359,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\114275_103.87807764625936_1.3138151100210491_202404_baseheading163.55_viewheading163.55_1.jpg,114275,163.55,0.9791,0.9944579601287842
360,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\67685_103.87809410817503_1.313861483877777_202404_baseheading163.55_viewheading163.55_1.jpg,67685,163.55,0.9791,0.9944579601287842
361,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\30210_103.87806716827808_1.3138504774483541_202404_baseheading163.55_viewheading163.55_1.jpg,30210,163.55,0.9791,0.9944579601287842
362,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\67686_103.87806716827808_1.3138504774483541_202404_baseheading163.55_viewheading163.55_1.jpg,67686,163.55,0.9791,0.9944579601287842
363,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\160793_103.84761943393214_1.2807420853769995_202406_baseheading205.35_viewheading295.35_2.jpg,160793,295.35,0.9809,0.9943137168884277
364,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\62488_103.84553855072659_1.2827154435226455_202406_baseheading209.27_viewheading299.27_2.jpg,62488,299.27,0.982,0.9942248463630676
365,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162736_103.84554008791062_1.2827171943562474_202406_baseheading209.27_viewheading299.27_2.jpg,162736,299.27,0.982,0.9942248463630676
366,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\138612_103.8438560518435_1.2792192460041776_202406_baseheading178.48_viewheading358.48_3.jpg,138612,358.48,0.9883,0.9941946864128113
367,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\160853_103.85008881178202_1.2802317429656291_202406_baseheading121.89_viewheading121.89_1.jpg,160853,121.89,0.9835,0.9940630793571472
368,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139624_103.84333303469745_1.2790126749271957_202402_baseheading175.40_viewheading265.40_2.jpg,139624,265.4,0.9873,0.9940544962882996
369,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\74377_103.86004065678146_1.3018811193623454_200910_baseheading144.33_viewheading54.33_4.jpg,74377,54.33,0.9806,0.9940140843391418
370,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\137508_103.90172057483187_1.3103528816562047_202406_baseheading145.44_viewheading145.44_1.jpg,137508,145.44,0.9785,0.993999719619751
371,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\137016_103.90146817120632_1.3102046541628083_202406_baseheading145.44_viewheading145.44_1.jpg,137016,145.44,0.9785,0.993999719619751
372,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17797_103.84422740414495_1.277320353834949_202403_baseheading12.07_viewheading102.07_2.jpg,17797,102.07,0.9795,0.9939993619918823
373,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17790_103.84445079798179_1.2785606355940797_202403_baseheading10.54_viewheading280.54_4.jpg,17790,280.54,0.9811,0.993986964225769
374,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\144932_103.84278211217247_1.2791256031002145_202406_baseheading188.23_viewheading188.23_1.jpg,144932,188.23,0.977,0.9939764738082886
375,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\32152_103.842777022934_1.2791214309148307_202406_baseheading188.23_viewheading188.23_1.jpg,32152,188.23,0.977,0.9939764738082886
376,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165635_103.84485416227574_1.2773703896815518_202403_baseheading189.69_viewheading99.69_4.jpg,165635,99.69,0.9858,0.9939247965812683
377,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\91258_103.84446669827484_1.2815928040590994_201710_baseheading122.64_viewheading212.64_2.jpg,91258,212.64,0.9867,0.9938843846321106
378,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\107635_103.87885029329163_1.3128765405105547_202406_baseheading348.80_viewheading168.80_3.jpg,107635,168.8,0.9806,0.9938691258430481
379,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\122318_103.87885029329163_1.3128765405105547_202406_baseheading348.80_viewheading168.80_3.jpg,122318,168.8,0.9806,0.9938691258430481
380,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\33640_103.86144668635829_1.3029351420934634_202406_baseheading327.97_viewheading327.97_1.jpg,33640,327.97,0.9815,0.9938442707061768
381,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\14073_103.85317483228657_1.3076963423813157_202406_baseheading282.67_viewheading102.67_3.jpg,14073,102.67,0.9796,0.9937623143196106
382,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139623_103.84334687388065_1.2788330359986677_202402_baseheading177.99_viewheading357.99_3.jpg,139623,357.99,0.985,0.9937354922294617
383,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\32442_103.86053349482559_1.3018665868575277_202406_baseheading326.90_viewheading146.90_3.jpg,32442,146.9,0.977,0.9937235713005066
384,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\155325_103.8600311394597_1.300976594041401_202406_baseheading323.63_viewheading323.63_1.jpg,155325,323.63,0.9807,0.9934866428375244
385,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\6874_103.85222729991149_1.3055083157282183_201807_baseheading301.03_viewheading301.03_1.jpg,6874,301.03,0.9784,0.9934857487678528
386,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\71967_103.8513327546245_1.3062650388801063_202402_baseheading308.14_viewheading128.14_3.jpg,71967,128.14,0.9763,0.9934172630310059
387,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\54956_103.85953994600173_1.315750030141317_202301_baseheading322.76_viewheading322.76_1.jpg,54956,322.76,0.9852,0.9933937191963196
388,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\88620_103.8435707292421_1.2773607987922702_202406_baseheading185.10_viewheading275.10_2.jpg,88620,275.1,0.9909,0.993366539478302
389,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\142446_103.8435707292421_1.2773607987922702_202406_baseheading185.10_viewheading275.10_2.jpg,142446,275.1,0.9909,0.993366539478302
390,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\21478_103.8435707292421_1.2773607987922702_202406_baseheading185.10_viewheading275.10_2.jpg,21478,275.1,0.9909,0.993366539478302
391,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\24128_103.85910662629975_1.3007333949494864_200910_baseheading140.33_viewheading50.33_4.jpg,24128,50.33,0.9786,0.9933516383171082
392,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\46521_103.86034673893882_1.3127084955612482_202406_baseheading223.34_viewheading313.34_2.jpg,46521,313.34,0.9824,0.9933061003684998
393,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\95247_103.85990851370282_1.3112386502930522_202406_baseheading44.00_viewheading314.00_4.jpg,95247,314.0,0.9824,0.9932975172996521
394,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\21477_103.84358094972906_1.277471035357403_202406_baseheading184.37_viewheading274.37_2.jpg,21477,274.37,0.9854,0.993266224861145
395,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\108180_103.85473319071637_1.3100195920684246_202403_baseheading219.87_viewheading129.87_4.jpg,108180,129.87,0.9757,0.993194580078125
396,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\26287_103.85328610753444_1.310610568314401_202402_baseheading316.48_viewheading136.48_3.jpg,26287,136.48,0.9856,0.9931920170783997
397,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4041_103.84773749347197_1.2820293503282485_202406_baseheading29.64_viewheading119.64_2.jpg,4041,119.64,0.9785,0.993108868598938
398,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\133182_103.85329603341735_1.3069204115927582_202403_baseheading278.95_viewheading278.95_1.jpg,133182,278.95,0.9803,0.9930572509765625
399,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\111492_103.86105737892443_1.3114312143664943_202406_baseheading230.28_viewheading140.28_4.jpg,111492,140.28,0.9754,0.9930256605148315
400,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\60712_103.84374778663272_1.2831020662602912_202402_baseheading118.92_viewheading118.92_1.jpg,60712,118.92,0.9783,0.9929587841033936
401,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\91257_103.84462418812505_1.2815052720968774_201710_baseheading118.66_viewheading208.66_2.jpg,91257,208.66,0.9808,0.9929006099700928
402,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\11462_103.87797984643711_1.3141605421721405_202406_baseheading71.81_viewheading341.81_4.jpg,11462,341.81,0.9749,0.9928845763206482
403,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\114273_103.87798219797824_1.3141625914196335_202406_baseheading71.81_viewheading341.81_4.jpg,114273,341.81,0.9749,0.9928845763206482
404,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\116453_103.87797984643711_1.3141605421721405_202406_baseheading71.81_viewheading341.81_4.jpg,116453,341.81,0.9749,0.9928845763206482
405,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\37979_103.88104946680386_1.3128825777153912_202406_baseheading270.52_viewheading270.52_1.jpg,37979,270.52,0.9785,0.9928217530250549
406,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\5725_103.84175514603311_1.293550973764461_202406_baseheading33.67_viewheading303.67_4.jpg,5725,303.67,0.9841,0.9926797151565552
407,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\69211_103.86042233530677_1.3040036345232682_202406_baseheading240.77_viewheading150.77_4.jpg,69211,150.77,0.9823,0.9926764965057373
408,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4325_103.84779022081986_1.2836450568609068_202406_baseheading30.35_viewheading120.35_2.jpg,4325,120.35,0.9882,0.9925526976585388
409,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159661_103.85427607072752_1.3043184529119418_202403_baseheading312.94_viewheading312.94_1.jpg,159661,312.94,0.9775,0.9925171136856079
410,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165683_103.8443949457842_1.2833530793584906_202110_baseheading284.20_viewheading284.20_1.jpg,165683,284.2,0.975,0.9924945831298828
411,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165684_103.84439788258287_1.2833582188642485_202110_baseheading284.20_viewheading284.20_1.jpg,165684,284.2,0.975,0.9924945831298828
412,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\62480_103.84439788258287_1.2833582188642485_202110_baseheading284.20_viewheading284.20_1.jpg,62480,284.2,0.975,0.9924945831298828
413,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\27385_103.84439788258287_1.2833582188642485_202110_baseheading284.20_viewheading284.20_1.jpg,27385,284.2,0.975,0.9924945831298828
414,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139425_103.84864242127038_1.2867110052074004_202403_baseheading27.25_viewheading297.25_4.jpg,139425,297.25,0.987,0.9924097061157227
415,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159281_103.85440403370589_1.3058964734578586_202406_baseheading123.56_viewheading123.56_1.jpg,159281,123.56,0.9815,0.9923455119132996
416,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165808_103.85605076013819_1.3071117766744846_202202_baseheading186.69_viewheading276.69_2.jpg,165808,276.69,0.9806,0.9921450018882751
417,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\153683_103.85605076013819_1.3071117766744846_202202_baseheading186.69_viewheading276.69_2.jpg,153683,276.69,0.9806,0.9921450018882751
418,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165898_103.85605076013819_1.3071117766744846_202202_baseheading186.69_viewheading276.69_2.jpg,165898,276.69,0.9806,0.9921450018882751
419,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165803_103.85605076013819_1.3071117766744846_202202_baseheading186.69_viewheading276.69_2.jpg,165803,276.69,0.9806,0.9921450018882751
420,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\29459_103.85718156164069_1.3090521031948958_202406_baseheading314.57_viewheading134.57_3.jpg,29459,134.57,0.9826,0.9921427965164185
